eventCode,matchLevel,matchNumber,match_key,robot,teamNumber,autoStartingLocation,taxi,autoUpper,autoLower,autoPickedUpCargo,upper,lower,wasDefended,wallbot,pickupLoc,shootingLocations,climb,climbBeforeEndgame,defenseRating,heldCargo,speedRating,diedOrTipped,comments,autoCargo,autoScore,teleopCargo,teleopScore,totalCargo,taxiScore,autoUpperScore,autoLowerScore,upperScore,lowerScore,climbScore,endgameScore,totalScore,climbLevel,wasDefendedMetric,diedMetric,heldCargoMetric
2022ilch,qm,36,2022ilch_qm36,r2,7460,18,Y,0,0,N,7,1,N,N,g,"[21,20,32,22,57,57,57]",x,N,a,N,3,N,,0,0,8,15,8,2,0,0,14,1,0,0,17,0,0,0,0
2022ilch,qm,37,2022ilch_qm37,r2,8122,18,Y,0,0,Y,4,0,Y,N,g,"[21,33,20,32,7,33,44,68]",2,N,x,N,4,N,,0,0,4,8,4,2,0,0,8,0,6,6,16,2,1,0,0
2022ilch,qm,38,2022ilch_qm38,r2,3734,41,N,0,0,N,0,0,Y,N,g,"[56,67,68,68]",a,N,a,N,2,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022ilch,qm,39,2022ilch_qm39,r2,112,18,Y,2,0,N,5,0,Y,N,g,"[20,20,7]",2,Y,x,N,5,N,Great shooter and climber,2,8,5,10,7,2,8,0,10,0,6,6,26,2,1,0,0
2022ilch,qm,39,2022ilch_qm39,r3,677,29,Y,0,1,N,1,0,Y,N,g,[6],x,N,g,N,3,N,Decent defense. Cool name,1,2,1,2,2,2,0,2,2,0,0,0,6,0,1,0,0
2022ilch,qm,35,2022ilch_qm35,b3,2022,54,Y,5,0,Y,8,0,Y,N,g,"[52,16,39,15]",2,N,x,N,5,N,Excellent ,5,20,8,16,13,2,20,0,16,0,6,6,44,2,1,0,0
2022ilch,qm,36,2022ilch_qm36,r3,6651,30,Y,1,0,N,0,1,N,N,g,"[27,8,7,21,10]",x,N,b,N,1,N,,1,4,1,1,2,2,4,0,0,1,0,0,7,0,0,0,0
2022ilch,qm,37,2022ilch_qm37,r3,5934,29,Y,1,1,Y,1,0,Y,N,g,[56],4,N,x,N,2,N,Great climb. Not so great at shooting,2,6,1,2,3,2,4,2,2,0,15,15,25,4,1,0,0
2022ilch,qm,38,2022ilch_qm38,r3,3695,29,Y,1,0,Y,0,1,Y,N,g,"[7,6,20,21,45]",3,N,x,N,3,N,Made almost no shots,1,4,1,1,2,2,4,0,0,1,10,10,17,3,1,0,0
2022ilch,qm,40,2022ilch_qm40,b1,111,54,Y,5,0,Y,3,6,Y,N,b,"[3,3,27,27,43,43,27,27,30]",3,N,x,N,5,N,,5,20,9,12,14,2,20,0,6,6,10,10,44,3,1,0,0
2022ilch,qm,40,2022ilch_qm40,b3,8802,44,Y,0,0,N,0,0,N,N,x,,x,N,e,N,5,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,40,2022ilch_qm40,r2,4096,19,Y,0,2,N,3,0,Y,N,g,"[17,45,58,33,50,33,55]",2,N,a,N,3,N,Shooter is not as accurate,2,4,3,6,5,2,0,4,6,0,6,6,18,2,1,0,0
2022ilch,qm,40,2022ilch_qm40,r1,8096,44,Y,2,0,Y,0,0,N,N,x,,1,N,e,N,4,N,was pushed around by milwaukee united ,2,8,0,0,2,2,8,0,0,0,4,4,14,1,0,0,0
2022ilch,qm,40,2022ilch_qm40,r3,3488,42,Y,1,0,N,2,0,Y,N,g,"[29,29,30]",2,N,g,N,4,N,Average,1,4,2,4,3,2,4,0,4,0,6,6,16,2,1,0,0
2022ilch,qm,40,2022ilch_qm40,b2,2022,17,N,0,0,N,0,0,N,N,x,,4,N,g,N,3,N,,0,0,0,0,0,0,0,0,0,0,15,15,15,4,0,0,0
2022ilch,qm,39,2022ilch_qm39,b2,2358,17,Y,0,0,Y,5,0,N,Y,g,,3,N,x,N,3,N,,0,0,5,10,5,2,0,0,10,0,10,10,22,3,0,0,0
2022ilch,qm,38,2022ilch_qm38,b2,1625,29,Y,1,0,Y,4,0,N,N,g,,3,N,x,N,4,N,,1,4,4,8,5,2,4,0,8,0,10,10,24,3,0,0,0
2022ilch,qm,41,2022ilch_qm41,b3,6651,56,Y,0,0,N,3,0,N,N,g,"[44,57,67,33,20,33,33]",x,N,x,N,2,N,,0,0,3,6,3,2,0,0,6,0,0,0,8,0,0,0,0
2022ilch,qm,41,2022ilch_qm41,b1,2451,54,Y,4,0,Y,12,0,N,N,b,"[7,8,7,21,6,7,5,20]",a,N,x,N,5,N,,4,16,12,24,16,2,16,0,24,0,0,0,42,0,0,0,0
2022ilch,qm,41,2022ilch_qm41,r3,4645,18,N,0,0,N,0,0,N,N,g,[37],x,N,a,N,3,N,Slow. Just wandered around field,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022ilch,qm,41,2022ilch_qm41,r1,4702,32,Y,1,0,Y,0,0,N,N,x,,a,N,x,N,1,Y,,1,4,0,0,1,2,4,0,0,0,0,0,6,0,0,1,0
2022ilch,qm,41,2022ilch_qm41,b2,1739,41,Y,0,0,N,0,0,N,N,t,,x,N,a,N,2,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,41,2022ilch_qm41,r2,8880,6,Y,0,0,N,8,0,Y,N,g,"[21,45,56,54,52]",2,N,b,N,3,N,,0,0,8,16,8,2,0,0,16,0,6,6,24,2,1,0,0
2022ilch,qm,42,2022ilch_qm42,b1,2338,54,N,5,0,Y,9,0,Y,N,b,"[21,8,8]",4,N,x,N,4,N,,5,20,9,18,14,0,20,0,18,0,15,15,53,4,1,0,0
2022ilch,qm,42,2022ilch_qm42,b3,3061,44,Y,2,0,Y,9,0,N,N,g,"[56,17,17,33,17,33]",4,Y,x,N,4,N,,2,8,9,18,11,2,8,0,18,0,15,15,43,4,0,0,0
2022ilch,qm,42,2022ilch_qm42,r1,2062,56,Y,0,1,N,1,1,N,N,g,"[67,67,67,54,53,52]",2,N,x,N,2,N,,1,2,2,3,3,2,0,2,2,1,6,6,13,2,0,0,0
2022ilch,qm,42,2022ilch_qm42,b2,5934,41,Y,1,0,N,0,0,N,N,x,,x,N,a,N,4,N,,1,4,0,0,1,2,4,0,0,0,0,0,6,0,0,0,0
2022ilch,qm,42,2022ilch_qm42,r3,4787,29,Y,0,1,N,0,4,N,Y,g,"[30,29,42]",2,N,x,N,3,N,Not the best,1,2,4,4,5,2,0,2,0,4,6,6,14,2,0,0,0
2022ilch,qm,42,2022ilch_qm42,r2,1781,19,Y,0,0,N,7,0,Y,N,g,"[42,32,31,31,30,30,30]",4,N,x,N,3,N,,0,0,7,14,7,2,0,0,14,0,15,15,31,4,1,0,0
2022ilch,qm,43,2022ilch_qm43,b1,6381,17,Y,1,0,Y,11,0,N,Y,x,,2,N,x,N,3,N,Mech wheels,1,4,11,22,12,2,4,0,22,0,6,6,34,2,0,0,0
2022ilch,qm,43,2022ilch_qm43,r1,3734,19,N,0,0,N,0,0,N,N,g,,a,N,x,N,2,N,shooter wasnt working ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022ilch,qm,43,2022ilch_qm43,b2,5822,54,Y,0,0,N,0,0,N,N,x,,x,N,x,N,1,Y,Died recovered then died again,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,43,2022ilch_qm43,b3,8868,19,N,0,0,N,0,0,N,N,x,,x,N,b,N,1,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022ilch,qm,43,2022ilch_qm43,r3,2220,42,Y,3,0,Y,5,0,Y,N,g,"[41,41,28]",3,N,x,N,4,N,Good shooter. Fast and great climb. Smart driver,3,12,5,10,8,2,12,0,10,0,10,10,34,3,1,0,0
2022ilch,qm,43,2022ilch_qm43,r2,3110,44,Y,0,0,N,0,0,N,N,g,[65],a,N,x,N,4,Y,Robot does not seem to be reliable,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,44,2022ilch_qm44,b1,5125,29,Y,0,2,Y,0,4,Y,Y,g,,x,N,x,N,3,Y,,2,4,4,4,6,2,0,4,0,4,0,0,10,0,1,1,0
2022ilch,qm,44,2022ilch_qm44,r1,1625,19,Y,1,0,Y,6,0,N,N,g,"[6,7,5,67,57,45,67]",2,N,x,N,4,N,,1,4,6,12,7,2,4,0,12,0,6,6,24,2,0,0,0
2022ilch,qm,44,2022ilch_qm44,b3,3352,19,Y,1,0,N,1,0,N,N,x,[55],2,N,b,N,2,N,,1,4,1,2,2,2,4,0,2,0,6,6,14,2,0,0,0
2022ilch,qm,44,2022ilch_qm44,b2,4241,41,Y,1,0,N,1,0,Y,N,x,,x,N,x,N,3,N,,1,4,1,2,2,2,4,0,2,0,0,0,8,0,1,0,0
2022ilch,qm,44,2022ilch_qm44,r3,2830,17,Y,2,0,Y,0,0,Y,N,g,,2,N,g,N,4,N,Good defense,2,8,0,0,2,2,8,0,0,0,6,6,16,2,1,0,0
2022ilch,qm,44,2022ilch_qm44,r2,7237,32,Y,0,0,N,0,17,N,N,g,"[43,43,43,43,43,43,44,43,43,31,31]",a,N,x,N,3,N,Method of shooting is consistent ,0,0,17,17,17,2,0,0,0,17,0,0,19,0,0,0,0
2022ilch,qm,45,2022ilch_qm45,b3,1732,19,Y,4,0,Y,19,0,N,N,g,"[20,45,21,17,6,7,33,45,8,41]",2,N,x,N,5,N,,4,16,19,38,23,2,16,0,38,0,6,6,62,2,0,0,0
2022ilch,qm,45,2022ilch_qm45,b1,4292,29,Y,0,0,N,0,0,Y,Y,g,,x,N,b,N,3,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
2022ilch,qm,45,2022ilch_qm45,r1,7560,32,Y,0,0,N,0,0,N,N,x,,2,N,x,N,2,N,buffered while driving,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,45,2022ilch_qm45,b2,112,29,Y,1,0,Y,0,0,N,N,x,,3,N,a,N,2,N,Intake broke,1,4,0,0,1,2,4,0,0,0,10,10,16,3,0,0,0
2022ilch,qm,45,2022ilch_qm45,r3,8122,54,Y,2,0,Y,3,1,Y,N,g,"[28,29,17,28,5,29]",2,N,x,N,3,N,Decent shooter,2,8,4,7,6,2,8,0,6,1,6,6,23,2,1,0,0
2022ilch,qm,45,2022ilch_qm45,r2,5553,56,Y,1,0,N,6,0,Y,N,g,"[56,45,52,40,52,66,67]",3,Y,x,N,3,N,,1,4,6,12,7,2,4,0,12,0,10,10,28,3,1,0,0
2022ilch,qm,46,2022ilch_qm46,b3,3695,19,Y,0,0,Y,3,0,N,N,x,"[7,20,20,20,20,7]",2,N,x,N,2,N,,0,0,3,6,3,2,0,0,6,0,6,6,14,2,0,0,0
2022ilch,qm,46,2022ilch_qm46,b2,7460,29,Y,1,0,Y,8,0,N,N,g,,x,N,x,N,3,N,,1,4,8,16,9,2,4,0,16,0,0,0,22,0,0,0,0
2022ilch,qm,46,2022ilch_qm46,b1,48,54,Y,3,0,Y,10,0,Y,N,b,"[28,28,57,57,34,46,46,39,39,28,28]",4,N,x,N,4,N,,3,12,10,20,13,2,12,0,20,0,15,15,49,4,1,0,0
2022ilch,qm,46,2022ilch_qm46,r1,677,31,Y,2,0,Y,4,0,N,N,g,"[7,8,45,45,57,41,52]",x,N,x,N,3,N,,2,8,4,8,6,2,8,0,8,0,0,0,18,0,0,0,0
2022ilch,qm,46,2022ilch_qm46,r2,3067,44,Y,0,0,N,2,2,Y,N,g,"[44,56]",a,N,x,N,3,Y,Robot gave out towards the end,0,0,4,6,4,2,0,0,4,2,0,0,8,0,1,1,0
2022ilch,qm,46,2022ilch_qm46,r3,101,54,Y,0,0,N,0,0,Y,N,g,[57],x,N,g,N,4,N,Great defense. Pushed enemy cargo into hanger,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
2022ilch,qm,47,2022ilch_qm47,b3,2151,32,Y,0,0,N,0,0,N,Y,g,,x,N,b,N,1,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,47,2022ilch_qm47,b2,2358,30,Y,0,0,Y,4,0,N,N,g,,4,N,x,N,4,N,,0,0,4,8,4,2,0,0,8,0,15,15,25,4,0,0,0
2022ilch,qm,47,2022ilch_qm47,b1,3488,54,Y,2,0,Y,0,0,N,Y,g,,2,N,a,N,4,N,Broke their own intake,2,8,0,0,2,2,8,0,0,0,6,6,16,2,0,0,0
2022ilch,qm,47,2022ilch_qm47,r1,8029,32,Y,1,0,N,4,0,N,N,g,"[35,65,66]",x,N,x,N,3,Y,,1,4,4,8,5,2,4,0,8,0,0,0,14,0,0,1,0
2022ilch,qm,47,2022ilch_qm47,r2,5847,19,Y,2,0,N,4,0,N,N,g,"[34,34,28]",3,N,x,N,4,N,,2,8,4,8,6,2,8,0,8,0,10,10,28,3,0,0,0
2022ilch,qm,47,2022ilch_qm47,r3,4145,17,Y,3,0,Y,8,0,Y,N,g,"[17,6,20,53,41,28]",4,Y,x,N,5,N,Super fast! Good shooter and great climber,3,12,8,16,11,2,12,0,16,0,15,15,45,4,1,0,0
2022ilch,qm,48,2022ilch_qm48,b1,4096,54,Y,1,0,Y,10,0,N,N,g,,x,N,x,N,4,N,,1,4,10,20,11,2,4,0,20,0,0,0,26,0,0,0,0
2022ilch,qm,48,2022ilch_qm48,b3,5822,43,Y,0,2,Y,0,0,N,N,x,[44],4,Y,x,N,3,Y,,2,4,0,0,2,2,0,4,0,0,15,15,21,4,0,1,0
2022ilch,qm,48,2022ilch_qm48,b2,8880,41,Y,0,0,N,0,0,N,N,g,,2,N,x,N,4,N,,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,48,2022ilch_qm48,r1,5934,43,Y,0,2,Y,0,5,N,N,g,"[42,42,43,43]",2,N,a,N,3,N,,2,4,5,5,7,2,0,4,0,5,6,6,17,2,0,0,0
2022ilch,qm,48,2022ilch_qm48,r3,2062,54,Y,1,0,N,5,0,N,N,g,"[41,55,44,56,29,20]",2,N,x,N,3,N,Pretty good shooter,1,4,5,10,6,2,4,0,10,0,6,6,22,2,0,0,0
2022ilch,qm,48,2022ilch_qm48,r2,8868,32,Y,0,0,N,0,0,Y,N,x,,x,N,e,N,4,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
2022ilch,qm,49,2022ilch_qm49,b1,4645,29,N,0,0,N,0,0,N,N,x,,x,N,x,N,3,Y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022ilch,qm,49,2022ilch_qm49,b2,3110,30,Y,0,0,Y,0,0,N,N,x,,x,N,x,N,3,Y,Dead,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,49,2022ilch_qm49,b3,111,19,Y,5,0,Y,9,4,Y,N,g,"[42,43,45,20]",4,N,x,N,5,N,crazy good; defense was played on them,5,20,13,22,18,2,20,0,18,4,15,15,59,4,1,0,0
2022ilch,qm,49,2022ilch_qm49,r1,2022,19,Y,0,1,Y,0,0,N,N,g,,a,N,g,N,3,N,ran out of time to climb,1,2,0,0,1,2,0,2,0,0,0,0,4,0,0,0,0
2022ilch,qm,49,2022ilch_qm49,r3,4241,29,Y,0,0,N,1,0,N,N,g,[15],3,N,x,N,3,N,Not much going on,0,0,1,2,1,2,0,0,2,0,10,10,14,3,0,0,0
2022ilch,qm,49,2022ilch_qm49,r2,7237,55,Y,0,0,N,0,3,N,N,g,"[32,44]",a,N,x,N,3,N,,0,0,3,3,3,2,0,0,0,3,0,0,5,0,0,0,0
2022ilch,qm,50,2022ilch_qm50,b3,7560,44,Y,0,0,N,0,0,N,N,t,,2,N,x,N,1,N,,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,50,2022ilch_qm50,b2,112,54,Y,1,0,N,10,0,Y,N,g,,3,N,x,N,5,N,,1,4,10,20,11,2,4,0,20,0,10,10,36,3,1,0,0
2022ilch,qm,50,2022ilch_qm50,r2,6381,44,Y,2,0,N,10,0,N,N,g,"[31,31,43,19,19,31,43]",a,N,x,N,5,N,,2,8,10,20,12,2,8,0,20,0,0,0,30,0,0,0,0
2022ilch,qm,50,2022ilch_qm50,r1,3352,31,Y,0,0,N,1,2,N,N,x,"[67,44,44,43]",2,N,x,N,1,N,,0,0,3,4,3,2,0,0,2,2,6,6,12,2,0,0,0
2022ilch,qm,50,2022ilch_qm50,b1,6651,17,Y,2,0,Y,5,0,N,N,g,"[20,22,17,17,53,53]",1,N,x,N,3,N,,2,8,5,10,7,2,8,0,10,0,4,4,24,1,0,0,0
2022ilch,qm,50,2022ilch_qm50,r3,1739,18,Y,0,1,N,0,0,N,Y,g,,2,N,b,N,1,N,Did nothing ,1,2,0,0,1,2,0,2,0,0,6,6,10,2,0,0,0
2022ilch,qm,51,2022ilch_qm51,r1,3695,43,Y,0,0,N,6,0,N,N,g,"[66,67,67,16,16,53,53]",3,N,x,N,1,N,,0,0,6,12,6,2,0,0,12,0,10,10,24,3,0,0,0
2022ilch,qm,51,2022ilch_qm51,b2,2830,42,Y,2,0,Y,1,4,Y,N,x,,2,N,x,N,3,N,,2,8,5,6,7,2,8,0,2,4,6,6,22,2,1,0,0
2022ilch,qm,51,2022ilch_qm51,b1,8802,29,Y,0,0,N,0,0,N,N,x,,1,N,g,N,4,N,Driver is reckless ,0,0,0,0,0,2,0,0,0,0,4,4,6,1,0,0,0
2022ilch,qm,51,2022ilch_qm51,r2,2220,44,Y,2,0,N,0,0,N,N,x,[22],4,N,x,N,3,N,,2,8,0,0,2,2,8,0,0,0,15,15,25,4,0,0,0
2022ilch,qm,51,2022ilch_qm51,b3,5125,43,Y,0,2,Y,0,8,N,Y,g,"[44,44,44,44]",2,N,x,N,3,N,,2,4,8,8,10,2,0,4,0,8,6,6,20,2,0,0,0
2022ilch,qm,51,2022ilch_qm51,r3,1732,54,Y,0,0,Y,0,0,Y,N,g,,2,N,a,N,5,N,Had problems with intake. Got pushed around ,0,0,0,0,0,2,0,0,0,0,6,6,8,2,1,0,0
2022ilch,qm,52,2022ilch_qm52,r2,2151,44,Y,0,0,N,0,0,N,N,x,,x,N,x,N,3,Y,Died at 65 seconds. Solid orange light,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,52,2022ilch_qm52,b3,8096,43,Y,1,0,N,0,0,N,N,g,,2,N,e,N,4,N,,1,4,0,0,1,2,4,0,0,0,6,6,12,2,0,0,0
2022ilch,qm,52,2022ilch_qm52,b1,7460,42,Y,1,0,N,5,1,N,N,g,"[6,5,68,68,21,21,57]",1,N,x,N,3,N,,1,4,6,11,7,2,4,0,10,1,4,4,21,1,0,0,0
2022ilch,qm,52,2022ilch_qm52,b2,4787,41,Y,0,1,N,0,10,N,N,g,,2,N,x,N,2,N,,1,2,10,10,11,2,0,2,0,10,6,6,20,2,0,0,0
2022ilch,qm,52,2022ilch_qm52,r2,2151,56,N,0,0,N,0,0,N,N,x,,x,N,b,N,1,N,Likely to tip over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022ilch,qm,52,2022ilch_qm52,r3,8029,29,Y,1,0,N,0,0,N,N,g,,x,N,b,N,1,N,Super disappointed ,1,4,0,0,1,2,4,0,0,0,0,0,6,0,0,0,0
2022ilch,qm,53,2022ilch_qm53,b3,1625,18,Y,2,0,Y,2,0,Y,N,g,"[53,56,52,40]",3,N,x,N,3,N,,2,8,2,4,4,2,8,0,4,0,10,10,24,3,1,0,0
2022ilch,qm,53,2022ilch_qm53,b1,101,54,Y,0,0,N,0,0,N,N,x,,x,N,b,N,3,N,Broke their drive train ,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,53,2022ilch_qm53,b2,4145,29,Y,0,0,N,3,0,N,N,g,,2,Y,x,N,4,N,Problems intaking,0,0,3,6,3,2,0,0,6,0,6,6,14,2,0,0,0
2022ilch,qm,53,2022ilch_qm53,r3,677,29,Y,0,1,N,7,0,N,N,g,"[53,40,28,33,45,21,21]",x,N,x,N,3,N,Kinda wandered around looking for cargo,1,2,7,14,8,2,0,2,14,0,0,0,18,0,0,0,0
2022ilch,qm,53,2022ilch_qm53,r1,8122,55,Y,1,0,N,3,0,N,N,g,"[57,56,45,66,66,54]",2,N,x,N,3,N,,1,4,3,6,4,2,4,0,6,0,6,6,18,2,0,0,0
2022ilch,qm,53,2022ilch_qm53,r2,1781,19,Y,2,0,N,4,0,N,N,g,"[19,31,42]",a,N,x,N,3,N,,2,8,4,8,6,2,8,0,8,0,0,0,18,0,0,0,0
2022ilch,qm,54,2022ilch_qm54,b3,3067,43,Y,0,0,N,0,8,N,Y,g,"[44,44,44,19]",2,N,x,N,1,N,,0,0,8,8,8,2,0,0,0,8,6,6,16,2,0,0,0
2022ilch,qm,54,2022ilch_qm54,b2,5553,54,Y,0,0,N,0,3,N,N,g,,3,Y,x,N,4,N,,0,0,3,3,3,2,0,0,0,3,10,10,15,3,0,0,0
2022ilch,qm,54,2022ilch_qm54,b1,4292,29,Y,0,0,N,0,1,N,N,g,,x,N,g,N,3,N,,0,0,1,1,1,2,0,0,0,1,0,0,3,0,0,0,0
2022ilch,qm,54,2022ilch_qm54,r3,2338,54,Y,1,0,Y,10,0,N,N,g,"[40,7,68,57,57,7,42,15,16]",3,N,x,N,3,N,Good shooter,1,4,10,20,11,2,4,0,20,0,10,10,36,3,0,0,0
2022ilch,qm,54,2022ilch_qm54,r2,4702,32,Y,0,0,N,0,0,N,N,x,,x,N,b,N,1,N,Did not seem to be functional,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,54,2022ilch_qm54,r1,5847,44,Y,0,1,N,4,1,N,N,g,"[44,44,56,56,45,45,70,20,20,20,20,19,19]",3,N,x,N,3,N,Ran out of time for traversal,1,2,5,9,6,2,0,2,8,1,10,10,23,3,0,0,0
2022ilch,qm,55,2022ilch_qm55,b1,7237,55,Y,0,0,N,0,1,N,Y,g,,1,N,b,N,3,N,,0,0,1,1,1,2,0,0,0,1,4,4,7,1,0,0,0
2022ilch,qm,55,2022ilch_qm55,b3,3734,20,Y,0,0,Y,5,0,N,N,g,"[7,56,45,44,20,20,44]",2,N,x,N,2,N,,0,0,5,10,5,2,0,0,10,0,6,6,18,2,0,0,0
2022ilch,qm,55,2022ilch_qm55,b2,3488,30,Y,1,0,N,1,0,N,N,g,,2,N,a,N,3,N,Something broke and they became def bot,1,4,1,2,2,2,4,0,2,0,6,6,14,2,0,0,0
2022ilch,qm,55,2022ilch_qm55,r1,3061,19,Y,5,0,Y,11,0,N,N,g,"[65,40,40,66,66,58,45]",4,Y,x,N,4,N,150 total points with alliance,5,20,11,22,16,2,20,0,22,0,15,15,59,4,0,0,0
2022ilch,qm,55,2022ilch_qm55,r2,2358,32,Y,2,0,N,5,0,N,N,x,[30],4,N,a,N,3,N,,2,8,5,10,7,2,8,0,10,0,15,15,35,4,0,0,0
2022ilch,qm,55,2022ilch_qm55,r3,2451,29,Y,2,0,Y,20,0,Y,N,g,"[17,28,45,53,21,22,7]",x,N,g,N,4,N,Great robot. Best match in the entire regional. ,2,8,20,40,22,2,8,0,40,0,0,0,50,0,1,0,0
2022ilch,qm,56,2022ilch_qm56,b1,5934,18,N,0,1,N,0,3,N,Y,g,"[18,30,30]",4,Y,x,N,3,N,Took 37sec to climb,1,2,3,3,4,0,0,2,0,3,15,15,20,4,0,0,0
2022ilch,qm,56,2022ilch_qm56,r1,2830,19,Y,3,1,Y,8,0,N,Y,g,"[19,19,44,44,42,19,19,19,19,43]",2,N,x,N,4,N,Tippy,4,14,8,16,12,2,12,2,16,0,6,6,38,2,0,0,0
2022ilch,qm,56,2022ilch_qm56,r3,2022,44,Y,0,0,N,1,0,N,N,g,[43],x,N,a,N,3,N,driving bugged out near end,0,0,1,2,1,2,0,0,2,0,0,0,4,0,0,0,0
2022ilch,qm,56,2022ilch_qm56,r2,6651,29,Y,1,0,N,4,0,Y,N,g,"[52,40,41,57,9,8,5,56]",x,N,a,N,2,N,Kinda slow ,1,4,4,8,5,2,4,0,8,0,0,0,14,0,1,0,0
2022ilch,qm,56,2022ilch_qm56,b3,5822,55,Y,0,0,N,0,7,Y,N,g,"[42,54,42,30,30,30]",4,N,a,N,3,N,Only drops cargo into lower hub,0,0,7,7,7,2,0,0,0,7,15,15,24,4,1,0,0
2022ilch,qm,57,2022ilch_qm57,b1,48,42,Y,4,0,Y,14,0,Y,N,b,"[65,65,53,52,40,40,53,53,5,5,16,17,28,28,16]",4,Y,x,N,4,N,17 sec climb,4,16,14,28,18,2,16,0,28,0,15,15,61,4,1,0,0
2022ilch,qm,57,2022ilch_qm57,b2,3352,41,Y,0,1,N,0,0,N,N,x,,2,N,b,N,1,N,,1,2,0,0,1,2,0,2,0,0,6,6,10,2,0,0,0
2022ilch,qm,57,2022ilch_qm57,r1,1739,43,Y,0,1,N,0,1,N,Y,g,"[43,43,54,42]",a,N,x,N,1,Y,Everybot climber,1,2,1,1,2,2,0,2,0,1,0,0,5,0,0,1,0
2022ilch,qm,57,2022ilch_qm57,r3,4241,32,Y,1,0,N,1,0,N,N,g,"[34,23,58]",3,Y,x,N,3,N,shooting inaccurate,1,4,1,2,2,2,4,0,2,0,10,10,18,3,0,0,0
2022ilch,qm,57,2022ilch_qm57,r2,4645,54,N,0,0,N,0,0,N,N,g,"[37,37]",x,N,a,N,2,N,Seemed broken. Didnt do auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022ilch,qm,57,2022ilch_qm57,b3,4096,17,Y,2,0,N,3,0,N,N,g,"[16,29,53,40,53]",2,N,x,N,3,N,"Problematic intake, shooter functional not thebest",2,8,3,6,5,2,8,0,6,0,6,6,22,2,0,0,0
2022ilch,qm,58,2022ilch_qm58,b1,1781,42,Y,1,0,Y,3,2,N,N,g,,4,N,g,N,3,N,Potential for defense ,1,4,5,8,6,2,4,0,6,2,15,15,29,4,0,0,0
2022ilch,qm,58,2022ilch_qm58,r1,112,19,Y,2,0,Y,9,1,Y,N,g,"[45,45,17,16,6,27,28,40,40,57]",3,N,x,N,4,N,6 sec climb,2,8,10,19,12,2,8,0,18,1,10,10,39,3,1,0,0
2022ilch,qm,58,2022ilch_qm58,r2,2062,29,Y,2,0,Y,7,0,N,N,g,"[41,17,17,21,5,17,28]",x,N,x,N,3,N,Decent shooter,2,8,7,14,9,2,8,0,14,0,0,0,24,0,0,0,0
2022ilch,qm,58,2022ilch_qm58,r3,3110,32,Y,0,0,N,0,0,N,N,x,,x,N,x,N,3,Y,died after auto and never woke up,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,58,2022ilch_qm58,b2,101,41,Y,0,0,N,0,0,N,N,x,,x,N,e,N,4,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,58,2022ilch_qm58,b3,7460,17,Y,1,0,N,7,0,Y,N,g,"[44,45,19,8,52,52]",2,Y,x,N,4,N,Semi consistent shooter ,1,4,7,14,8,2,4,0,14,0,6,6,26,2,1,0,0
2022ilch,qm,59,2022ilch_qm59,b1,2151,18,Y,0,0,N,0,0,N,N,x,,x,N,b,N,3,Y,Got pushed back then died,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,59,2022ilch_qm59,b2,2220,54,Y,2,0,Y,2,0,N,N,g,,2,N,x,N,5,N,,2,8,2,4,4,2,8,0,4,0,6,6,20,2,0,0,0
2022ilch,qm,59,2022ilch_qm59,b3,8880,41,Y,0,0,N,4,1,N,N,g,"[38,39,27,34]",2,N,x,N,3,N,Shot from afar,0,0,5,9,5,2,0,0,8,1,6,6,17,2,0,0,0
